,vintage.id,vintage.wine.winery.seo_name,vintage.wine.winery.name,vintage.wine.name,vintage.year,vintage.statistics.ratings_average,vintage.wine.region.name,vintage.wine.region.seo_name,vintage.wine.style.region.seo_name
4,17134783,domaine-antonin-guyon,Domaine Antonin Guyon,Bourgogne Hautes-Côtes de Nuits 'Les Dames de Vergy',2015,3.8,Bourgogne Hautes-Côtes de Nuits,bourgogne-hautes-cotes-de-nuits,cote-de-nuits
5,1693354,chateau-filhot,Château Filhot,Sauternes (Grand Cru Classé),2007,3.8,Sauternes,sauternes,bordeaux
6,4130266,monbousquet,Château Monbousquet,Saint-Émilion Grand Cru,2011,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
7,1196835,chateau-charmail,Château Charmail,Haut-Médoc,2010,3.7,Haut-Médoc,haut-medoc,bordeaux
8,1502903,bellevue-95258,Château Bellevue,Saint-Émilion Grand Cru (Grand Cru Classé),2009,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
9,155054900,fr-regnard,Régnard,Mâcon Rouge,2017,3.7,Mâcon,macon,bourgogne
10,144252651,rigaud,Château Rigaud,Faugères,2015,3.5,Faugères,faugeres,languedoc-roussillon
11,2123866,haut-brion,Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé),1969,3.9,Pessac-Léognan,pessac-leognan,bordeaux
12,2246307,chateau-cantemerle,Château Cantemerle,Haut-Médoc (Grand Cru Classé),1975,4.2,Haut-Médoc,haut-medoc,bordeaux
13,2258838,chateau-ferriere,Château Ferrière,Margaux (Grand Cru Classé),2012,3.8,Margaux,margaux,bordeaux
14,42155113,fr-chateau-bouqueyran,Château Bouqueyran,Moulis,2015,3.8,Moulis-en-Médoc,moulis-en-medoc,bordeaux
15,1260588,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),1990,4.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
16,1177414,chateau-maucaillou,Château Maucaillou,Moulis-en-Médoc,2006,3.8,Moulis-en-Médoc,moulis-en-medoc,bordeaux
17,160144696,fonreaud,Château Fonréaud,Le Cygne Bordeaux Blanc,2018,4.1,Bordeaux,bordeaux,bordeaux
18,19908672,fargues,Château de Fargues,Sauternes (Lur Saluces),2015,4.3,Sauternes,sauternes,bordeaux
19,1261245,chateau-talbot,Château Talbot,Saint-Julien (Grand Cru Classé),1987,3.8,Saint-Julien,saint-julien,bordeaux
20,1194658,fr-chateau-latour-martillac,Château Latour-Martillac,Pessac-Léognan (Grand Cru Classé de Graves),2007,3.8,Pessac-Léognan,pessac-leognan,bordeaux
21,3001125,chateau-gazin,Château Gazin,Pomerol,1976,4.0,Pomerol,pomerol,bordeaux
22,160094546,fichet,Domaine Fichet,Tradition Bourgogne Pinot Noir,2018,3.4,Bourgogne,bourgogne,bourgogne
23,3060616,chateau-mouton-rothschild,Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé),1988,4.5,Pauillac,pauillac,bordeaux
24,1737137,larrivet-haut-brion,Château Larrivet Haut-Brion,Pessac-Léognan,2011,4.1,Pessac-Léognan,pessac-leognan,bordeaux
0,152228391,gartinois,Gatinois,Brut Champagne Grand Cru 'Aÿ',2011,4.1,Champagne Grand Cru 'Aÿ',champagne-grand-cru-ay,champagne
1,160369999,fr-jean-touzot,Domaine Jean Touzot,Chardonnay Vieilles Vignes Mâcon-Villages,2018,3.6,Mâcon-Villages,macon-villages,maconnais
2,51004146,chateau-feytit-clinet,Château Feytit-Clinet,Pomerol,2015,4.5,Pomerol,pomerol,bordeaux
3,152465528,la-grange-78983,Domaine La Grange,Castalides Édition La Grange,2016,3.8,Languedoc,languedoc,languedoc-roussillon
4,160069275,charles-thomas,Charles Thomas,Sainte Victoire Côtes de Provence Rosé,2018,4.0,Côtes de Provence,cotes-de-provence,provence
5,4606190,chateau-lafaurie-peyraguey,Château Lafaurie-Peyraguey,Sauternes (Premier Grand Cru Classé),2011,4.1,Sauternes,sauternes,bordeaux
6,2499458,fr-champagne-mailly-grand-cru,Mailly,Exception Blanche,2000,4.2,Champagne Grand Cru,champagne-grand-cru,champagne
7,1345478,chateau-la-pointe,Château La Pointe,Pomerol,2005,4.3,Pomerol,pomerol,bordeaux
8,152833888,vincent-couche,Vincent Couche,Elégance Champagne,N.V.,3.9,Champagne,champagne,champagne
9,96077,chateau-pichon-baron,Château Pichon Baron,Pauillac (Grand Cru Classé),1995,4.5,Pauillac,pauillac,bordeaux
10,30353545,chateau-bellegrave,Château Bellegrave,Pauillac,2014,3.5,Pauillac,pauillac,bordeaux
11,1119554,chateau-latour-a-pomerol,Château Latour à Pomerol,Pomerol,2008,4.2,Pomerol,pomerol,bordeaux
12,156706480,chateau-chauvin,Château Chauvin,Folie de Chauvin Saint-Émilion Grand Cru,2015,4.1,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
13,142166492,domaine-aux-moines,Domaine Aux Moines,Savennières-Roche-aux-Moines,2016,4.0,Savennières-Roche-aux-Moines,savennieres-roche-aux-moines,loire-valley
14,2136415,chateau-d-issan,Château d'Issan,Margaux (Grand Cru Classé),2007,4.0,Margaux,margaux,bordeaux
15,126153283,clos-floridene,Clos Floridène,Graves,2016,3.7,Graves,graves,bordeaux
16,12500835,laroze,Château Laroze,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.8,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,143200259,domaine-de-la-romanee-conti,Domaine de La Romanée-Conti,Corton Grand Cru,2016,4.8,Corton Grand Cru,corton,cote-de-beaune
18,140475565,peby-faugeres,Château Péby Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2015,4.4,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,2286370,larcis-ducasse,Château Larcis Ducasse,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2012,4.3,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
20,3227531,chateau-mouton-rothschild,Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé),2000,4.7,Pauillac,pauillac,bordeaux
21,156798566,gueguen,Domaine Gueguen,Chablis,2018,3.7,Chablis,chablis,bourgogne
22,104629463,fr-peyre-rose,Peyre Rose,Clos Syrah Léone,2008,4.3,Languedoc,languedoc,languedoc-roussillon
23,158833462,la-croix-belle,La Croix Belle,Caringole Rosé,2018,3.5,Côtes de Thongue,cotes-de-thongue,
24,91313211,mongilet,Domaine de Montgilet,Cabernet d'Anjou Rosé,2015,3.8,Cabernet d'Anjou,cabernet-danjou,
0,14279269,chateau-d-issan,Château d'Issan,Blason d'Issan Margaux,2012,3.9,Margaux,margaux,bordeaux
1,20066457,chateau-monbrison,Château Monbrison,Margaux,2014,3.8,Margaux,margaux,bordeaux
2,10647388,croizet-bages,Château Croizet-Bages,Pauillac (Grand Cru Classé),2014,3.9,Pauillac,pauillac,bordeaux
3,147492969,chateau-puech-haut,Château Puech-Haut,Clos du Pic Saint-Drézéry,2016,4.4,Saint-Drézéry,saint-drezery,languedoc-roussillon
4,1412280,chateau-margaux,Château Margaux,Pavillon Rouge du Château Margaux,1999,4.5,Margaux,margaux,bordeaux
5,84881,chateau-pontet-canet,Château Pontet-Canet,Pauillac (Grand Cru Classé),2003,4.3,Pauillac,pauillac,bordeaux
6,1274969,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),1988,4.6,Margaux,margaux,bordeaux
7,150628177,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),2017,4.0,Pauillac,pauillac,bordeaux
8,147394346,chateau-ducru-beaucaillou,Château Ducru-Beaucaillou,La Croix Ducru-Beaucaillou Cuvée Colbert Saint-Julien,2014,4.2,Saint-Julien,saint-julien,bordeaux
9,1307274,domaine-de-chevalier,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves),2009,4.2,Pessac-Léognan,pessac-leognan,bordeaux
10,2960603,chateau-fortia,Château Fortia,Tradition Châteauneuf-du-Pape,2011,4.1,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
11,17877377,chateau-cantemerle,Château Cantemerle,Les Allées de Cantemerle Haut-Médoc,2015,3.8,Haut-Médoc,haut-medoc,bordeaux
12,143140936,chateau-siran,Château Siran,S de Siran Margaux,2015,3.9,Margaux,margaux,bordeaux
13,73980827,mouthes-le-bihan,Mouthes le Bihan,Vieillefont Blanc,2014,3.6,Côtes de Duras,ctes-de-duras,
14,8709555,fr-bonnaire,Bonnaire,Blanc de Blancs Extra Brut  Champagne Grand Cru,N.V.,3.9,Champagne Grand Cru,champagne-grand-cru,champagne
15,5363672,fr-bonnaire,Bonnaire,Ver Sacrum Blanc de Blancs Brut Champagne,N.V.,3.8,Champagne,champagne,champagne
16,19978621,qvintvs,Château Quintus,Le Dragon de Quintus (Qvintvs) Saint-Émilion Grand Cru,2014,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,3321559,qvintvs,Château Quintus,Saint-Émilion Grand Cru,2012,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
18,85904409,baron-philippe-de-rothschild-sa,Baron Philippe de Rothschild,Baron Nathaniel Pauillac,2016,4.2,Pauillac,pauillac,bordeaux
19,7068762,chateau-mouton-rothschild,Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé),1994,4.5,Pauillac,pauillac,bordeaux
20,4540056,faiveley,Faiveley,Corton Clos des Cortons Faiveley Grand Cru (Monopole),2012,4.2,Corton Grand Cru,corton,cote-de-beaune
21,158491978,domaine-latour-giraud,Domaine Latour-Giraud,Cuvée Charles Maxime Meursault,2017,4.2,Meursault,meursault,cote-de-beaune
22,6355188,vieux-chateau-certan,Vieux Château Certan,Pomerol,2014,4.5,Pomerol,pomerol,bordeaux
23,6597776,chateau-de-rayne-vigneau,Château de Rayne Vigneau,Sauternes (Premier Grand Cru Classé),2014,4.1,Sauternes,sauternes,bordeaux
24,147769961,domaine-de-marcoux,Domaine de Marcoux,La Lorentine Lirac,2016,3.7,Lirac,lirac,rhone
0,149421744,villemajou,Domaine de Villemajou,Corbières Boutenac Grand Vin Rouge,2016,3.9,Corbières Boutenac,corbieres-boutenac,languedoc-roussillon
1,146066812,cedre,Château du Cèdre,Cèdre Héritage Malbec,2016,3.5,Cahors,cahors,cotes-du-roussillon
2,134218733,champ-des-soeurs,Champ des Soeurs,La Tina Fitou,2014,4.1,Fitou,fitou,languedoc-roussillon
3,160054528,domaine-du-cros,Domaine du Cros,Marcillac (Cuvée Lo Sang del Païs),2018,3.7,Marcillac,marcillac,
4,1928024,chateau-lanessan,Château Lanessan,Haut-Médoc,2011,3.5,Haut-Médoc,haut-medoc,bordeaux
5,77370654,domaine-jean-grivot,Domaine Jean Grivot,Clos de Vougeot Grand Cru,2014,4.1,Clos Vougeot Grand Cru,clos-de-vougeot,cote-de-nuits
6,14802931,domaine-jean-grivot,Domaine Jean Grivot,Nuits-Saint-Georges 1er Cru 'Aux Boudots',2013,4.3,Nuits-Saint-Georges 1er Cru 'Aux Boudots',nuits-saint-georges-aux-boudots,cote-de-nuits
7,93971,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),2003,4.4,Pauillac,pauillac,bordeaux
8,2228552,chateau-cos-labory,Château Cos Labory,Saint-Estèphe (Grand Cru Classé),2012,3.9,Saint-Estèphe,saint-estephe,bordeaux
9,12707212,chateau-brown,Château Brown,Pessac-Léognan,2014,3.9,Pessac-Léognan,pessac-leognan,bordeaux
10,1186205,cheval-blanc,Château Cheval Blanc,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2004,4.6,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,95664892,chateau-de-fonbel,Château de Fonbel,Saint-Émilion Grand Cru,2016,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
12,11322053,chateau-senejac,Château Sénéjac,Haut-Médoc,2014,3.7,Haut-Médoc,haut-medoc,bordeaux
13,2338765,la-fleur-de-bouard,Château La Fleur de Boüard,Lalande-de-Pomerol,2012,3.9,Lalande-de-Pomerol,lalande-de-pomerol,bordeaux
14,5285020,faugeres,Château Faugères,Saint-Émilion Grand Cru (Grand Cru Classé),2014,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
15,1443046,chateau-chasse-spleen,Château Chasse-Spleen,Moulis-en-Médoc,2010,4.0,Moulis-en-Médoc,moulis-en-medoc,bordeaux
16,30919287,domaine-william-fevre,Domaine William Fèvre,Chablis Grand Cru Bougros,2015,4.3,Chablis Grand Cru 'Bougros',chablis-grand-cru-bougros,bourgogne
17,1395132,fr-chateau-haut-bages-liberal,Château Haut-Bages Libéral,Pauillac (Grand Cru Classé),2009,4.1,Pauillac,pauillac,bordeaux
18,3669266,chateau-pavie-macquin,Château Pavie Macquin,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2012,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
19,1243004,domaine-de-chevalier,Domaine de Chevalier,Pessac-Léognan (Grand Cru Classé de Graves),2007,4.1,Pessac-Léognan,pessac-leognan,bordeaux
20,1193409,fr-chateau-leoville-poyferre,Château Léoville Poyferré,Saint-Julien (Grand Cru Classé),2008,4.1,Saint-Julien,saint-julien,bordeaux
21,1379865,chateau-de-fieuzal,Château de Fieuzal,Pessac-Léognan (Grand Cru Classé de Graves),2009,4.1,Pessac-Léognan,pessac-leognan,bordeaux
22,1255171,chateau-camensac,Château de Camensac,Haut-Médoc (Grand Cru Classé),2010,3.9,Haut-Médoc,haut-medoc,bordeaux
23,9732187,paul-jaboulet-aine-1387,Paul Jaboulet Aîné,Hermitage La Petite Chapelle,2013,4.1,Hermitage,hermitage,hermitage
24,15384268,chateau-tronquoy-lalande,Château Tronquoy-Lalande,Saint-Estèphe,2015,3.9,Saint-Estèphe,saint-estephe,bordeaux
0,2518491,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),1988,4.4,Pessac-Léognan,pessac-leognan,bordeaux
1,1241584,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),1990,4.6,Pauillac,pauillac,bordeaux
2,156776107,delas-freres,Delas,Saint-Esprit Côtes-du-Rhône,2018,3.9,Côtes-du-Rhône,cotes-du-rhone,rhone
3,1443046,chateau-chasse-spleen,Château Chasse-Spleen,Moulis-en-Médoc,2010,4.0,Moulis-en-Médoc,moulis-en-medoc,bordeaux
4,2398327,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),1999,4.5,Pessac-Léognan,pessac-leognan,bordeaux
5,6198014,chateau-climens,Château Climens,Barsac (Premier Grand Cru Classé),2013,4.3,Barsac,barsac,bordeaux
6,7767391,chateau-rieussec,Château Rieussec,Carmes de Rieussec Sauternes,2014,3.9,Sauternes,sauternes,bordeaux
7,2286211,lascombes,Château Lascombes,Margaux (Grand Cru Classé),2012,4.1,Margaux,margaux,bordeaux
8,21940,chateau-haut-bailly,Château Haut-Bailly,Pessac-Léognan,2005,4.3,Pessac-Léognan,pessac-leognan,bordeaux
9,85535788,chateau-grand-pontet,Château Grand-Pontet,Saint-Émilion Grand Cru (Grand Cru Classé),2015,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
10,1150841,chateau-quinault-lenclos,Château Quinault l'Enclos,Saint-Émilion Grand Cru (Grand Cru Classé),2006,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,20034786,chateau-prieure-lichine,Château Prieuré-Lichine,Margaux (Grand Cru Classé),2014,4.1,Margaux,margaux,bordeaux
12,104008,chateau-gruaud-larose,Château Gruaud Larose,Saint-Julien (Grand Cru Classé),2000,4.3,Saint-Julien,saint-julien,bordeaux
13,150584390,chateau-gruaud-larose,Château Gruaud Larose,Saint-Julien (Grand Cru Classé),2017,3.9,Saint-Julien,saint-julien,bordeaux
14,1552313,chateau-suduiraut,Château Suduiraut,Sauternes (Premier Grand Cru Classé),1999,4.3,Sauternes,sauternes,bordeaux
15,154535579,fr-thienpont,F.Thienpont,Bordeaux Rouge,2016,3.9,Bordeaux,bordeaux,bordeaux
16,151545070,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
17,10479335,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2000,4.1,Barsac,barsac,bordeaux
18,1797076,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2007,4.2,Barsac,barsac,bordeaux
19,120194,coutet,Château Coutet,Sauternes Barsac (Premier Grand Cru Classé),2008,4.1,Barsac,barsac,bordeaux
20,159920349,chateau-des-tours,Château des Tours,Brouilly,2018,4.0,Brouilly,brouilly,beaujolais
21,1336200,chateau-guiraud,Château Guiraud,Sauternes (Premier Grand Cru Classé),2002,4.4,Sauternes,sauternes,bordeaux
22,150515806,chateau-rouget,Château Rouget,Pomerol,2017,4.0,Pomerol,pomerol,bordeaux
23,132160008,chateau-rouget,Château Rouget,Pomerol,2016,4.0,Pomerol,pomerol,bordeaux
24,4396695,chateau-rouget,Château Rouget,Pomerol,2013,4.1,Pomerol,pomerol,bordeaux
0,6198014,chateau-climens,Château Climens,Barsac (Premier Grand Cru Classé),2013,4.3,Barsac,barsac,bordeaux
1,2286211,lascombes,Château Lascombes,Margaux (Grand Cru Classé),2012,4.1,Margaux,margaux,bordeaux
2,20034786,chateau-prieure-lichine,Château Prieuré-Lichine,Margaux (Grand Cru Classé),2014,4.1,Margaux,margaux,bordeaux
3,85535788,chateau-grand-pontet,Château Grand-Pontet,Saint-Émilion Grand Cru (Grand Cru Classé),2015,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
4,1150841,chateau-quinault-lenclos,Château Quinault l'Enclos,Saint-Émilion Grand Cru (Grand Cru Classé),2006,3.9,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
5,104008,chateau-gruaud-larose,Château Gruaud Larose,Saint-Julien (Grand Cru Classé),2000,4.3,Saint-Julien,saint-julien,bordeaux
6,150584390,chateau-gruaud-larose,Château Gruaud Larose,Saint-Julien (Grand Cru Classé),2017,3.9,Saint-Julien,saint-julien,bordeaux
7,3677891,chateau-grand-puy-ducasse,Château Grand-Puy Ducasse,Pauillac (Grand Cru Classé),2013,3.7,Pauillac,pauillac,bordeaux
8,23889761,chateau-pedesclaux,Château Pedesclaux,Pauillac (Grand Cru Classé),2015,4.1,Pauillac,pauillac,bordeaux
9,2319988,chateau-pedesclaux,Château Pedesclaux,Pauillac (Grand Cru Classé),2011,3.9,Pauillac,pauillac,bordeaux
10,1330584,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),2004,4.6,Margaux,margaux,bordeaux
11,1276605,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),2002,4.6,Margaux,margaux,bordeaux
12,2023015,mouton-cadet,Mouton Cadet,Bordeaux Rouge,1991,3.8,Bordeaux,bordeaux,bordeaux
13,1782236,clos-l-eglise-pomerol,Clos l'Eglise,Pomerol,2005,4.4,Pomerol,pomerol,bordeaux
14,1196580,chateau-clinet,Château Clinet,Pomerol,2005,4.6,Pomerol,pomerol,bordeaux
15,25122593,chateau-cantenac-brown,Château Cantenac Brown,BriO de Cantenac Brown Margaux,2013,4.0,Margaux,margaux,bordeaux
16,15441103,chateau-latour-a-pomerol,Château Latour à Pomerol,Pomerol,2015,4.1,Pomerol,pomerol,bordeaux
17,1153190,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),2004,4.3,Pauillac,pauillac,bordeaux
18,151545070,anne-claude-leflaive,Clau de Nell,Cuvée Violette (Cabernet Franc - Cabernet Sauvignon),2015,3.9,Anjou,anjou,
19,145881092,domaine-jean-michel-stephan,Domaine Jean-Michel Stéphan,Côte-Rôtie Côteaux de Tupin,2016,4.1,Côte-Rôtie,cote-rotie,rhone
20,156776107,delas-freres,Delas,Saint-Esprit Côtes-du-Rhône,2018,3.9,Côtes-du-Rhône,cotes-du-rhone,rhone
21,1241584,chateau-lynch-bages,Château Lynch-Bages,Pauillac (Grand Cru Classé),1990,4.6,Pauillac,pauillac,bordeaux
22,1193903,chateau-rieussec,Château Rieussec,Sauternes (Premier Grand Cru Classé),2005,4.4,Sauternes,sauternes,bordeaux
23,1497587,moet-chandon,Moët & Chandon,Grand Vintage Brut Champagne,2004,4.2,Champagne,champagne,champagne
24,15830879,chateau-pontet-canet,Château Pontet-Canet,Pauillac (Grand Cru Classé),2015,4.4,Pauillac,pauillac,bordeaux
0,1203300,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),2003,4.3,Pauillac,pauillac,bordeaux
1,1379865,chateau-de-fieuzal,Château de Fieuzal,Pessac-Léognan (Grand Cru Classé de Graves),2009,4.1,Pessac-Léognan,pessac-leognan,bordeaux
2,91210,chateau-lafite-rothschild,Château Lafite Rothschild,Pauillac (Premier Grand Cru Classé),1995,4.7,Pauillac,pauillac,bordeaux
3,1255171,chateau-camensac,Château de Camensac,Haut-Médoc (Grand Cru Classé),2010,3.9,Haut-Médoc,haut-medoc,bordeaux
4,1497587,moet-chandon,Moët & Chandon,Grand Vintage Brut Champagne,2004,4.2,Champagne,champagne,champagne
5,1193903,chateau-rieussec,Château Rieussec,Sauternes (Premier Grand Cru Classé),2005,4.4,Sauternes,sauternes,bordeaux
6,1487878,chateau-giscours,Château Giscours,Margaux (Grand Cru Classé),2011,4.1,Margaux,margaux,bordeaux
7,1829520,chateau-phelan-segur,Château Phélan Ségur,Saint-Estèphe,2010,4.0,Saint-Estèphe,saint-estephe,bordeaux
8,10086287,chateau-mouton-rothschild,Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac,2011,4.3,Pauillac,pauillac,bordeaux
9,34998510,boyd-cantenac,Château Boyd-Cantenac,Margaux (Grand Cru Classé),2015,4.0,Margaux,margaux,bordeaux
10,24547694,la-mondotte,La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé),2015,4.5,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
11,2175286,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),2013,4.5,Margaux,margaux,bordeaux
12,1687957,chateau-lafite-rothschild,Château Lafite Rothschild,Carruades de Lafite Pauillac,2011,4.2,Pauillac,pauillac,bordeaux
13,1388330,chateau-beychevelle,Château Beychevelle,Saint-Julien (Grand Cru Classé),2011,3.9,Saint-Julien,saint-julien,bordeaux
14,1861797,chateau-clerc-milon,Château Clerc Milon,Pauillac (Grand Cru Classé),2012,4.1,Pauillac,pauillac,bordeaux
15,2440001,la-mission-haut-brion,Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves),1998,4.4,Pessac-Léognan,pessac-leognan,bordeaux
16,1318150,fr-chateau-darmailhac,Château d'Armailhac,Pauillac (Grand Cru Classé),2005,4.2,Pauillac,pauillac,bordeaux
17,2293780,louis-roederer,Louis Roederer,Théophile Brut Champagne,N.V.,3.8,Champagne,champagne,champagne
18,1174741,chateau-duhart-milon,Château Duhart-Milon,Pauillac (Grand Cru Classé),1996,4.3,Pauillac,pauillac,bordeaux
19,1309178,chateau-grand-puy-lacoste,Château Grand-Puy-Lacoste,Pauillac (Grand Cru Classé),1996,4.4,Pauillac,pauillac,bordeaux
20,5560088,beau-site,Château Beau-Site,Saint-Estèphe,2014,3.9,Saint-Estèphe,saint-estephe,bordeaux
21,151137493,domaines-ott,Domaines Ott,Château de Selle Rosé (Coeur de Grain),2017,4.2,Côtes de Provence,cotes-de-provence,provence
22,4389193,chateau-belgrave,Château Belgrave,Haut-Médoc (Grand Cru Classé),2013,4.0,Haut-Médoc,haut-medoc,bordeaux
23,1441235,chateau-d-yquem,Château d'Yquem,Sauternes,2000,4.7,Sauternes,sauternes,bordeaux
24,19302077,chateau-malartic-lagraviere,Château Malartic-Lagravière,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2014,4.0,Pessac-Léognan,pessac-leognan,bordeaux
0,14728001,pavie,Château Pavie,Saint-Émilion Grand Cru (Premier Grand Cru Classé),2015,4.7,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
1,158535860,henri-bourgeois,Henri Bourgeois,Sancerre La Côte Des Monts Damnés,2018,4.0,Sancerre,sancerre,loire-valley
2,147171468,lionel-osmin-cie,Lionel Osmin & Cie,Mon Adour Madiran,2016,3.6,Madiran,madiran,bordeaux
3,141921227,chateau-bellegrave-pomerol-chateau-bellegrave,Château Bellegrave,Pomerol,2016,3.6,Pomerol,pomerol,bordeaux
4,1369707,clos-l-eglise-pomerol,Clos l'Eglise,Pomerol,2007,4.5,Pomerol,pomerol,bordeaux
5,2583804,domaine-de-la-janasse,Domaine de la Janasse,Châteauneuf-du-Pape Vieilles Vignes,2012,4.2,Châteauneuf-du-Pape,chateauneuf-du-pape,chateauneuf-du-pape
6,26029969,joanin-bcot,Château Joanin Bécot,Castillon - Côtes de Bordeaux,2013,2.9,Castillon - Côtes de Bordeaux,cotes-de-castillon,bordeaux
7,159831797,andre-dezat-fils,Andre Dezat & Fils,Sancerre Rouge,2018,4.0,Sancerre,sancerre,loire-valley
8,1150863,chateau-margaux,Château Margaux,Château Margaux (Premier Grand Cru Classé),1995,4.7,Margaux,margaux,bordeaux
9,160344408,villa-dria,Villa Dria,Chardonnay - Gros Manseng (Terre de Feu),2018,4.0,Côtes de Gascogne,cotes-de-gascogne,
10,159257429,martinolles,Château Martinolles,Vieilles Vignes Limoux Blanc,2018,4.1,Limoux,limoux,languedoc-roussillon
11,160137668,famille-perrin,Famille Perrin,Ventoux Fourmi Rouge,2018,3.6,Ventoux,cotes-du-ventoux,rhone
12,8709555,fr-bonnaire,Bonnaire,Blanc de Blancs Extra Brut  Champagne Grand Cru,N.V.,3.9,Champagne Grand Cru,champagne-grand-cru,champagne
13,5363672,fr-bonnaire,Bonnaire,Ver Sacrum Blanc de Blancs Brut Champagne,N.V.,3.8,Champagne,champagne,champagne
14,19978621,qvintvs,Château Quintus,Le Dragon de Quintus (Qvintvs) Saint-Émilion Grand Cru,2014,4.2,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
15,3321559,qvintvs,Château Quintus,Saint-Émilion Grand Cru,2012,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
16,9733607,qvintvs,Château Quintus,Le Dragon de Quintus (Qvintvs) Saint-Émilion Grand Cru,2012,4.0,Saint-Émilion Grand Cru,st-emilion-grand-cru,bordeaux
17,150536194,chateau-de-marsannay,Château de Marsannay,Marsannay,2017,4.0,Marsannay,marsannay,cote-de-nuits
18,150340286,chateau-lynch-bages,Château Lynch-Bages,Blanc de Lynch-Bages,2017,4.0,Bordeaux,bordeaux,bordeaux
19,3812509,haut-brion,Château Haut-Brion,La Clarté de Haut-Brion Pessac-Léognan Blanc (Les Plantiers du Haut-Brion),2012,4.1,Pessac-Léognan,pessac-leognan,bordeaux
20,156748071,chateau-saint-roch-cotes-du-rhone,Château Saint-Roch,Confidentielle Lirac Rouge,2017,3.9,Lirac,lirac,rhone
21,147492969,chateau-puech-haut,Château Puech-Haut,Clos du Pic Saint-Drézéry,2016,4.4,Saint-Drézéry,saint-drezery,languedoc-roussillon
22,1552313,chateau-suduiraut,Château Suduiraut,Sauternes (Premier Grand Cru Classé),1999,4.3,Sauternes,sauternes,bordeaux
23,2429442,louis-de-sacy,Louis de Sacy,Brut Champagne Grand Cru 'Verzy',N.V.,3.9,Champagne Grand Cru 'Verzy',champagne-grand-cru-verzy,champagne
